,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
2570,2571,Central zone,Dodoma,Dodoma Mjini,Kizota,MOMA FURNITURE AND GENERAL SUPPLY,,,,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",784399031,,Private,Small,5,Manufacturing,Wood and Woods Products
2571,2572,Central zone,Dodoma,Dodoma Mjini,Madukani,MONICA  STEPHANO MBWANI,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",766809650,,Private,Micro,2,Manufacturing,Textile and Apparel
2572,2573,Central zone,Dodoma,Dodoma Mjini,KIZOTA INDUSTRIAL AREA,MORDEN MATRESS MANUFACTURING LTD,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",754563936,262321641,Private,Medium,50,Manufacturing,Wood and Woods Products
2573,2574,Central zone,Dodoma,Mpwapwa,Kibakwe,MORENI  SALAO,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787912713,,Private,Micro,2,Manufacturing,Agro-Processing
2574,2575,Central zone,Dodoma,Dodoma Mjini,Miyuji,MOSES MICHAEL NHONYA,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",767493800,,Private,Micro,2,Manufacturing,Metal and Metal Products
2575,2576,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,MOSHA SUNFLOWER OIL,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,653830514,653830514,Private,Micro,2,Manufacturing,Agro-Processing
2576,2577,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,MOSHA SUNFLOWER OIL & SERIOL MILLS,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,653830514,,Private,Micro,2,Manufacturing,Agro-Processing
2577,2578,Central zone,Dodoma,Dodoma Mjini,Msalato,MPENDWA MBANO MILLING MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754668957,754668957,Private,Micro,2,Manufacturing,Agro-Processing
2578,2579,Central zone,Dodoma,Dodoma Mjini,Sabasaba,Mpilika Enterprise,,Sabasaba,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,752751429,,Private,Small,20,Manufacturing,Agro-Processing
2579,2580,Central zone,Dodoma,Mpwapwa,Massa,MPILIMBILI  RAPHAELI NYAWENGA MILLS,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783958328,,Private,Micro,2,Manufacturing,Agro-Processing
2580,2581,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,MPWAPWA URBAN WATER SUPPLY AND SANITATION AUT,,UJENZI STREET,,3600,"Water collection, treatment and supply",69210,"Water distribution through mains, except steam and hot water (on own account)",,,Public,Small,20,"Water supply, sewage, waste management and remediation activities","Water supply, sewage, waste management and remediation activities"
2581,2582,Central zone,Dodoma,Dodoma Mjini,Uhuru,MR  CHICKS  SEATS COVER,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,754280199,,Private,Micro,2,Manufacturing,Textile and Apparel
2582,2583,Central zone,Dodoma,Dodoma Mjini,Uhuru,MR CHICKS SEAT COVERS,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,713421910,713421910,Private,Small,5,Manufacturing,Textile and Apparel
2583,2584,Central zone,Dodoma,Kongwa,KIBAIGWA,MRADI WA MAJI KIBAIGWA,,,,3510,"Electric power generation, transmission and distribution",17100,Electrical energy,232628159,232628159,Public,Micro,2,"Electricity, gas, steam and air conditioning supply",Electrics and Electronic Appliances
2584,2585,Central zone,Dodoma,Kondoa,Chemchem,MREMA TAIROLING(REMMY'S),,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",0765 407461,0765 407461,Private,Micro,2,Manufacturing,Textile and Apparel
2585,2586,Central zone,Dodoma,Kondoa,,Mruke Ali  Mruke,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,21525,"Fats and oils and their fractions, of fish, other than liver oils",656051862,,Private,Micro,2,Manufacturing,Agro-Processing
2586,2587,Central zone,Dodoma,Dodoma Mjini,Mtumba,MRWTC-OIL PRESSING MACHINE,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,766879901,,Private,Micro,2,Manufacturing,Agro-Processing
2587,2588,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,MSAFIRI ABEE MATEI FURNITURE,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",677984799,677984799,Private,Micro,2,Manufacturing,Wood and Woods Products
2588,2589,Central zone,Dodoma,Dodoma Mjini,Uhuru,MSAFIRI JOSEPH  SANGA,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",766487322,,Private,Small,5,Manufacturing,Metal and Metal Products
2589,2590,Central zone,Dodoma,Dodoma Mjini,MAUSI,MSALALI  MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Small,5,Manufacturing,Agro-Processing
2590,2591,Central zone,Dodoma,Mpwapwa,MJI MPYA,MSHIKAMANO CARPENTRY GROUP,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",,,Private,Small,5,Manufacturing,Wood and Woods Products
2591,2592,Central zone,Dodoma,Kondoa,Kondoa Mjini,MSIMAMO OIL MILLLS,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,788414842,,Private,Micro,2,Manufacturing,Agro-Processing
2592,2593,Central zone,Dodoma,Dodoma Mjini,Uhuru,MSM JEWELLERS,,,,3211,Manufacture of jewellery and related articles,38240,"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)",0759 103181,,Private,Micro,2,Manufacturing,Minerals and Mineral Products
2593,2594,Central zone,Dodoma,Kongwa,Pandambili,MSONDE MASHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),782039038,782039038,Private,Micro,2,Manufacturing,Agro-Processing
2594,2595,Central zone,Dodoma,Kongwa,Pandambili,MSONDE OIL MILL,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,782039038,782039038,Private,Micro,2,Manufacturing,Agro-Processing
2595,2596,Central zone,Dodoma,Mpwapwa,Mtera,MTERA HYDRO POWER PLANT,,,,3510,"Electric power generation, transmission and distribution",17100,Electrical energy,,732960239,Public,Medium,50,"Electricity, gas, steam and air conditioning supply",Electrics and Electronic Appliances
2596,2597,Central zone,Dodoma,Dodoma Mjini,Uhuru,MTOKA MBALI ALUMINIUM GLASS,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",0753 145829,,Private,Micro,2,Manufacturing,Wood and Woods Products
2597,2598,Central zone,Dodoma,Dodoma Mjini,Uhuru,MTOKA MBALI GENERAL SUPPLIES,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",753145829,753145829,Private,Micro,2,Manufacturing,Metal and Metal Products
2598,2599,Central zone,Dodoma,Dodoma Mjini,BR. YA SABA,MUNISI FURNITURE,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",2321362,2321362,Private,Small,5,Manufacturing,Wood and Woods Products
2599,2600,Central zone,Dodoma,Dodoma Mjini,Kizota,MUSHI BATTERY CHARGER AND WORKSHOP,,,,2395,"Manufacture of articles of concrete, cement and plaster",37117,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",784704374,,Private,Small,5,Manufacturing,Building and Construction Materials
2600,2601,Central zone,Dodoma,Dodoma Mjini,kizota,MUSHI BUILDING MATERIAL(MUSHI BATERY CHARGER WORKSHOP),,,,2395,"Manufacture of articles of concrete, cement and plaster",37117,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",622252545,622252545,Private,Small,10,Manufacturing,Building and Construction Materials
2601,2602,Central zone,Dodoma,Mpwapwa,Luhundwa,MUSTAPHA JOHN  MIKOYO MILLS,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),784586542,,Private,Micro,2,Manufacturing,Agro-Processing
2602,2603,Central zone,Dodoma,Kondoa,Kondoa,Muyowiride,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,652300852,,Private,Small,20,Manufacturing,Agro-Processing
2603,2604,Central zone,Dodoma,Kondoa,Bolisa,MWAJUMA ATHUMANI  BILALI,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),788626279,,Private,Micro,2,Manufacturing,Agro-Processing
2604,2605,Central zone,Dodoma,Mpwapwa,Kibakwe,MWALIMU KASAWA MILLS MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),789027711,789027711,Private,Small,5,Manufacturing,Agro-Processing
2605,2606,Central zone,Dodoma,Dodoma Mjini,Majengo,MWANGENIMETAL,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",657296114,,Private,Micro,2,Manufacturing,Metal and Metal Products
2606,2607,Central zone,Dodoma,Kondoa,Kondoa Mjini,MWATATU  KADUKADU,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",784794713,,Private,Micro,2,Manufacturing,Textile and Apparel
2607,2608,Central zone,Dodoma,Dodoma Mjini,Viwandani,MWENDWA PATRICK MAILE[MAMA MBUNDUKI],,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",714047671,,Private,Micro,2,Manufacturing,Textile and Apparel
2608,2609,Central zone,Dodoma,Dodoma Mjini,,Mwinyisaidimwinyi,,Dodoma,,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",31923,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",753338867,,Private,Micro,2,Manufacturing,Wood and Woods Products
2609,2610,Central zone,Dodoma,Dodoma Mjini,Viwandani,MZAMBARAUNI FENICHA,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",652155575,,Private,Micro,2,Manufacturing,Wood and Woods Products
2610,2611,Central zone,Dodoma,Kongwa,Mkoka,MZEE ABDUL[RAHIMU ABDUL RAMADHANI],,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),782536907,,Private,Micro,2,Manufacturing,Agro-Processing
2611,2612,Central zone,Dodoma,Dodoma Mjini,"Area A, Dodoma",Naku Msuya,,"Area A, Dodoma",,1102,Manufacture of wines,24212,"Wine of fresh grapes, except sparkling wine; grape must", 0784 432 824,,Private,Small,20,Manufacturing,Agro-Processing
2612,2613,Central zone,Dodoma,Dodoma Mjini,Majengo,NAM MILLING MAJENGO,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),765266366,765266366,Private,Micro,2,Manufacturing,Agro-Processing
2613,2614,Central zone,Dodoma,Kongwa,Kibaigwa,NAMABELA SUNFLOWER OIL MACHINE,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,767421511,767421511,Private,Micro,2,Manufacturing,Agro-Processing
2614,2615,Central zone,Dodoma,Dodoma Mjini,Uhuru,NAMES  HIYEMINI,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",789303090,,Private,Micro,2,Manufacturing,Metal and Metal Products
2615,2616,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,NAOMI LEONALD NADO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",652976002,,Private,Micro,2,Manufacturing,Textile and Apparel
2616,2617,Central zone,Dodoma,Mpwapwa,Ving'hawe,NASSOR A MBAROUK,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),788612126,,Private,Micro,2,Manufacturing,Agro-Processing
2617,2618,Central zone,Dodoma,Dodoma Mjini,Uhuru,NASURA GENERAL SUPPLY,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",753605633,753605633,Private,Micro,2,Manufacturing,Metal and Metal Products
2618,2619,Central zone,Dodoma,Dodoma Mjini,KIZOTA,NATAEL MSUYA,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",,,Private,Micro,2,Manufacturing,Metal and Metal Products
2619,2620,Central zone,Dodoma,Dodoma Mjini,BOCHELA,NATALIS KASHINDYE,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",756396885,756396885,Private,Small,10,Manufacturing,Wood and Woods Products
2620,2621,Central zone,Dodoma,Kongwa,Songambele,NATHANAEL GUNJU,,,,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",782795660,,Private,Micro,2,Manufacturing,Wood and Woods Products
2621,2622,Central zone,Dodoma,Dodoma Mjini,Viwandani,NATIONAL BEEKEPING SUPPLIES LTD,,,,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",31923,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",763558844,,Private,Small,5,Manufacturing,Wood and Woods Products
2622,2623,Central zone,Dodoma,Dodoma Mjini,BR. YA 6,NAZARETI  TAILORING MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",744472032,744472032,Private,Small,5,Manufacturing,Textile and Apparel
2623,2624,Central zone,Dodoma,Dodoma Mjini,Makole,NDEGELA ENTERPRISES,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",754383851,,Private,Micro,2,Manufacturing,Metal and Metal Products
2624,2625,Central zone,Dodoma,Dodoma Mjini,Majengo,NDWAMBO TAILARING,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",755325107,,Private,Micro,2,Manufacturing,Textile and Apparel
2625,2626,Central zone,Dodoma,Mpwapwa,MPWAPWA MJINI,NEEMA NOHA GROUP,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",787738459,787738459,Private,Small,5,Manufacturing,Textile and Apparel
2626,2627,Central zone,Dodoma,Dodoma Mjini,Viwandani,NEEMA PAULO IRUNDE,,,,1392,"Manufacture of made-up textile articles, except apparel",39217,Worn clothing and other worn textile articles,716905206,,Private,Micro,2,Manufacturing,Textile and Apparel
2627,2628,Central zone,Dodoma,Kondoa,Chemchem,NEVA CHATONDO,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",754667937,,Private,Micro,2,Manufacturing,Textile and Apparel
2628,2629,Central zone,Dodoma,Kongwa,KIBAIGWA,NEW ALEN TAILORING MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
2629,2630,Central zone,Dodoma,Dodoma Mjini,Uhuru,NEW DUBAI,,,,3211,Manufacture of jewellery and related articles,38240,"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)",0758 031392,,Private,Micro,2,Manufacturing,Minerals and Mineral Products
2630,2631,Central zone,Dodoma,Dodoma Mjini,MADUKANI,NEW JERUSALEM TAILORING MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Small,5,Manufacturing,Textile and Apparel
2631,2632,Central zone,Dodoma,Dodoma Mjini,Sido,Newton  Mbigo,,Sido,,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",38122,"Other wooden furniture, of a kind used in offices",754827277,,Private,Small,20,Manufacturing,Wood and Woods Products
2632,2633,Central zone,Dodoma,Dodoma Mjini,Viwandani,NEWTON E MBIGO,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",718937523,,Private,Micro,2,Manufacturing,Wood and Woods Products
2633,2634,Central zone,Dodoma,Kongwa,Kibaigwa,NGARA OIL MILLS,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,0784 841172,0784 841172,Private,Small,10,Manufacturing,Agro-Processing
2634,2635,Central zone,Dodoma,Dodoma Mjini,Viwandani,NGOLIGA WORKSHOP,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",754849329,,Private,Micro,2,Manufacturing,Metal and Metal Products
2635,2636,Central zone,Dodoma,Dodoma Mjini,Uhuru,NGUVU MALI FENICHA,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",718445769,,Private,Micro,2,Manufacturing,Wood and Woods Products
2636,2637,Central zone,Dodoma,Kongwa,KIBAIGWA,NGUVUKAZI MACHINE,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Small,5,Manufacturing,Agro-Processing
2637,2638,Central zone,Dodoma,Kondoa,Kondoa,Nicholaus G. Mlingi,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,713817554,,Private,Small,20,Manufacturing,Agro-Processing
2638,2639,Central zone,Dodoma,Mpwapwa,Mpwapwa Mjini,NORMAN J IBRAHIM,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",654440585,,Private,Micro,2,Manufacturing,Textile and Apparel
2639,2640,Central zone,Dodoma,Kongwa,Kibaigwa,NOTINA ENTERPRISES SERVICES,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,787434381,787434381,Private,Micro,2,Manufacturing,Agro-Processing
2640,2641,Central zone,Dodoma,Kongwa,Kibaigwa,NSIYA PURE SUNFLOWER OIL,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754861288,754861288,Private,Small,10,Manufacturing,Agro-Processing
2641,2642,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,NURU ALLY,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",754498638,,Private,Micro,2,Manufacturing,Metal and Metal Products
2642,2643,Central zone,Dodoma,Kongwa,KIBAIGWA,NYALI MILLING MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
2643,2644,Central zone,Dodoma,Dodoma Mjini,"Mbabala Village,",Nyamiti Women Group,,"Mbabala Village, Dodoma",,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,0755 778 860,,Private,Small,20,Manufacturing,Agro-Processing
2644,2645,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,NYAMWEZI SUPER SEMBE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),783145367,783145367,Private,Micro,2,Manufacturing,Agro-Processing
2645,2646,Central zone,Dodoma,Dodoma Mjini,BR. YA KUMI,NYEMO  GANDAWEGA,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",744693767,744693767,Private,Micro,2,Manufacturing,Textile and Apparel
2646,2647,Central zone,Dodoma,Dodoma Mjini,,NYEMO INVESTMENT CO. LTD,,BIRINGI STREET,,1040,Manufacture of vegetable and animal oils and fats,21525,"Fats and oils and their fractions, of fish, other than liver oils",-489365,,Private,Small,20,Manufacturing,Agro-Processing
2647,2648,Central zone,Dodoma,Dodoma Mjini,Tambukareli,Nyemo Investment Co.Ltd,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754488866,754488866,Private,Small,10,Manufacturing,Agro-Processing
2648,2649,Central zone,Dodoma,Dodoma Mjini,,Nyemo Investment Company Ltd,,Uzunguni,,1040,Manufacture of vegetable and animal oils and fats,21525,"Fats and oils and their fractions, of fish, other than liver oils",0754 488 866,,Private,Micro,2,Manufacturing,Agro-Processing
2649,2650,Central zone,Dodoma,Dodoma Mjini,MJI MPYA,NYEMO TAILORING MART,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Private,Small,5,Manufacturing,Textile and Apparel
2650,2651,Central zone,Dodoma,Dodoma Mjini,Majengo,Nyota Njema,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",756047558,756047558,Private,Micro,2,Manufacturing,Metal and Metal Products
2651,2652,Central zone,Dodoma,Dodoma Mjini,Miyuji,NYUNDO A NYUNDO,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",765409234,,Private,Small,5,Manufacturing,Metal and Metal Products
2652,2653,Central zone,Dodoma,Kondoa,Kolo,OKOA JANGA GROUP,,,,2750,Manufacture of domestic appliances,88757,Domestic appliance manufacturing services,786419590,,Private,Small,5,Manufacturing,Electrics and Electronic Appliances
2653,2654,Central zone,Dodoma,Kondoa,Kolo,OKOA MAZINGIRA GROUP,,,,2750,Manufacture of domestic appliances,88757,Domestic appliance manufacturing services,782223718,,Private,Small,5,Manufacturing,Electrics and Electronic Appliances
2654,2655,Central zone,Dodoma,Kondoa,Kondoa Mjini,OMAR MBUNGA TAILORING,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",0783 787378,0783 787378,Private,Micro,2,Manufacturing,Textile and Apparel
2655,2656,Central zone,Dodoma,Kondoa,UBEMBENI,Omari Hassani,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",784677649,784677649,Private,Small,5,Manufacturing,Wood and Woods Products
2656,2657,Central zone,Dodoma,Kondoa,,Omari Yusuph Omari,,Kondoa,,1040,Manufacture of vegetable and animal oils and fats,21525,"Fats and oils and their fractions, of fish, other than liver oils",683114265,,Private,Micro,2,Manufacturing,Agro-Processing
2657,2658,Central zone,Dodoma,Mpwapwa,Kibakwe,OMBE SAKAYA PARACHO OIL PRESS MACHINE,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,785971506,785971506,Private,Micro,2,Manufacturing,Agro-Processing
2658,2659,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,OMMY WORK SHOP ALUMINIUM,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",753180812,,Private,Micro,2,Manufacturing,Metal and Metal Products
2659,2660,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,OMMY WORK SHOP MATERIALS AND ALUMINIUM,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",753180812,,Private,Micro,2,Manufacturing,Metal and Metal Products
2660,2661,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,OMMY WORKSHOP AND ALUMINIUM WORK,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",0753 180812,0753 180812,Private,Micro,2,Manufacturing,Metal and Metal Products
2661,2662,Central zone,Dodoma,Dodoma Mjini,Uhuru,Ona Sight Centre,,,,2670,Manufacture of optical instruments and photographic equipments,48311,"Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually sheathed fibres); sheets and plates of polarizing material; lenses, prisms, mirrors and other optical elements (except of glass not optically worked), whether or not mounted, other than for cameras, projectors or photographic enlargers or reducers",0783 255030,,Private,Micro,2,Manufacturing,Electrics and Electronic Appliances
2662,2663,Central zone,Dodoma,Kongwa,Kongwa,OREST MICHAEL KIMOLO,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",787635922,,Private,Micro,2,Manufacturing,Metal and Metal Products
2663,2664,Central zone,Dodoma,Kongwa,KIBAIGWA,ORIA WELDING,,,,2511,Manufacture of structural metal products,38702,"Prefabricated buildings, of metal",,,Private,Micro,2,Manufacturing,Metal and Metal Products
2664,2665,Central zone,Dodoma,Kongwa,KIBAIGWA,OSHEN MILLING MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),0784-793353,0784-793353,Private,Micro,2,Manufacturing,Agro-Processing
2665,2666,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,OSWARD BLASTUS KAPASI,,,,2750,Manufacture of domestic appliances,88757,Domestic appliance manufacturing services,769975362,,Private,Micro,2,Manufacturing,Electrics and Electronic Appliances
2666,2667,Central zone,Dodoma,Kongwa,KIBAIGWA,P. MAGUNILA,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",0786-610437,0786-610437,Private,Micro,2,Manufacturing,Textile and Apparel
2667,2668,Central zone,Dodoma,Dodoma Mjini,Kizota,PACHA SUNFLOWER,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,718213219,718213219,Private,Micro,2,Manufacturing,Agro-Processing
2668,2669,Central zone,Dodoma,Dodoma Mjini,Majengo,PAMBANA GROUP,,,,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",769739718,769739718,Private,Small,10,Manufacturing,Wood and Woods Products
2669,2670,Central zone,Dodoma,Mpwapwa,Pwaga,PANGARAS  LYELU NOHA,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786111338,,Private,Micro,2,Manufacturing,Agro-Processing
2670,2671,Central zone,Dodoma,Kongwa,Kibaigwa,PAROKIA MACHINE,,,,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),789142928,789142928,Private,Micro,2,Manufacturing,Agro-Processing
2671,2672,Central zone,Dodoma,Kongwa,Kibaigwa,PATRIC MHAGAMA,,,,3311,Repair of fabricated metal products,87154,"Maintenance and repair services of medical, precision and optical instruments",765744969,765744969,Private,Small,5,Manufacturing,Metal and Metal Products
2672,2673,Central zone,Dodoma,Kongwa,KIBAIGWA,PATRICK WORKSHOP,,,,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",31914,"Wooden frames for paintings, photographs, mirrors or similar objects, and other articles of wood",,,Private,Small,5,Manufacturing,Wood and Woods Products
2673,2674,Central zone,Dodoma,Kongwa,Kongwa,PECIOZA JOHN MHAYA,,,,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",752900055,,Private,Micro,2,Manufacturing,Textile and Apparel
2674,2675,Central zone,Dodoma,Kongwa,Sejeli,PELU  SUNFLOWER OIL,,,,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,0754 870979,0754 870979,Private,Small,10,Manufacturing,Agro-Processing
